original,predicted,wer:19.34,cer:6.32,num_tokens,num_chars,substitutions,insertions,deletions
yɔ olingi natanga yango wapi pere na biso ye moko liboso aya kofanda na kinshasa azalaki kokɛndɛ koteka bilɔkɔ epayi ya bakongo mbala na mbala,yɔ olingi nabanga yango wapi pere na biso ye moko liboso aya kofanda na kinshasa azalaki kokɛndɛ koteka bilɔkɔ epayi ya bakongo mbala na mbala,1,1,25,118,1,0,0
aboyi kokɛndɛ poto,aboyi kokɛndɛ poto,0,0,3,16,0,0,0
lokola ayebiki koloba kikongo ezalaki koleka na yango,lokola ayebiki koloba ke kongo ezalaki koleka nayango,4,1,8,46,2,1,1
sikoyɔ ozoya po tompɔna yɔ,sikoyɔ azwo y a poto po na yɔ,5,4,5,22,2,3,0
oboyi kolandela makambo na bozindo,oboyi kolandela makambo na bozindo,0,0,5,30,0,0,0
idee ekoya ndenge nini okɛndɛ koluka mutu ya lumumba epayi ya mutu ya kasavubu,aide ekoya ndenge nini okɛndɛ koluka mɔtɔ ya lumumba epayi na mɔtɔ ya kasavubu,4,7,14,65,4,0,0
villa ya dolar nkoto nkama misato,villa ya dolar nkoto nkama misato,0,0,6,28,0,0,0
bavedette lokola mohamed ali geoges forman james brown bango nyɔnso baleka na balabala bokasa,p vente te lokola mwa me nale jo nse forman jen brad bango nyɔnso baleka na balabala luka sa,12,22,14,80,7,5,0
mawa esunda pongi eyingela olongwa susi na ngai,mawa esunda pongi eyingela kolongola soucis na ngai,2,6,8,40,2,0,0
yɔka yɔ masolo ozalaka na yango,yoka yɔ masolo ozalaka na yango,1,1,6,26,1,0,0
moko na bango abandi kobeta lisolo ya ekipi moko ya bale,moko na bango abandi kobeta lisolo ya ekipi moko ya bale,0,0,11,46,0,0,0
baboya yɔ te yɔ nani,kaboya yɔ te yɔ nani,1,1,5,16,1,0,0
tshotsho nde mɔtɔ ayaka na baninga na ye,tshotsho nde mɔtɔ ayaka na baninga na ye,0,0,8,33,0,0,0
bozali na raison kasi nasengi bino bolimbisi,bozali na raison kasi nasengi bino bolimbisi,0,0,7,38,0,0,0
yɔ na mwasi na yɔ na bǎna na yɔ bolie yango,yɔ na mwasi na yɔ nabala na yɔ kolia yango,3,4,11,33,2,0,1
nzoto ya mwasi ekomi eyinelo nakosoli te,nzoto ya mwasi ekomi eyinelo nakosoli te,0,0,7,34,0,0,0
babeti ya kin kutu bakomaki tii na ndelo ya kobeta na vita pe imana bikipi ya minene ya engumba kinshasa,babeti babeti ya kin kutu bakomaki tii na ndelo ya kobeta na vita pe ei ana bikipi ya minene ya engumba ya kinshasa,4,10,20,85,1,3,0
kitooko elooko te,kitoko elɔkɔ te,2,4,3,15,2,0,0
osombi mbala minei mbala minei ya gaillard ozodondwela biso na avenue bokasa oyɔ bokomisa liziba,osombi ka ko fa quatre ya ga er ozodondwela biso na ve ne bokasa oyɔ bokomisa liziba,8,24,15,82,6,2,0
ozwi mbɔngɔ ya bato nyɔnso omemi yango epayi na yɔ,ozwi mbɔngɔ ya bato nyɔnso ameli yango epayi na yɔ,1,2,10,41,1,0,0
botingameli kibokonzi po bokota boloko te,bosi nga miliki bokonzi mpo bokota boloko te,5,3,6,36,3,2,0
lokola azalaki na kotambola na lombango makasi motuka ebeti libaku ebaluki makalekale,lokola ezalaki na kotambola na lommbangu makasi motuka ebeti libaku ebaluki makalekale,2,3,12,74,2,0,0
atekeli muji lopango yango na dolar nkoto nkama misato,atekli muji lopango yango na dolar nkoto nkama misato,1,1,9,46,1,0,0
okanisi nakotikela yɔ bana na ngai,okanisi nakotikela yɔ bana na ngai,0,0,6,29,0,0,0
mɔtɔ mosusu abakisi kɛndɛ na yɔ kostaffer na bana mayi na yɔ,mɔtɔ mosusu abakisi eke nae no kostaffer na bana mayi na yɔ,3,7,12,49,3,0,0
tina nasamba te,tina nasamba te,0,0,3,13,0,0,0
alingaka kotala baemission ya français te,alingaka kotala baemission ya francais te,1,1,6,36,1,0,0
mɔtɔ ya minei atelemi pe akomi koya esika tshotsho amitielaki kiti,mɔtɔ ya mina atelemi pe komi koya esika tshotsho amitielaki kiti,2,3,11,56,2,0,0
babosani mwana ya matete,babosana mwana ya mabe te,3,2,4,21,2,1,0
na libanda banzela ezali kaka ya kokufa,na libanda banzela ezali kaka ya kokufa,0,0,7,33,0,0,0
lεlɔ barumbu ekoma na yango liziba ya bosɔtɔ ezanga mbisi,lɛlɔ barumbu ekoma na yango liziba ya bosoto ezanga mbisi,2,3,10,48,2,0,0
tozali bato yɔ ozali mɔtɔ te,tozali bato yɔ ozali mɔtɔ te,0,0,6,23,0,0,0
oyɔ nalonaki nde nabuki,oyɔ nalonaki nde nabuki,0,0,4,20,0,0,0
bayei komona ete azalaki kolobela mopao oyɔ azalaki na kati ya mercedes ya mwindu,baye komona ete azalaki kolobela mopao oyɔ azalaki na kati ya me sete si ya mwindu,4,5,14,68,2,2,0
mama auguy abaluki akobi nzela na ye,mama oui abaluki akobi nzela na ye,1,4,7,30,1,0,0
otosi yango opusani otosi yango te ebebeli yɔ,botosi yango epusani botosi yango te ebembe li yɔ,5,4,8,38,4,1,0
ameli soyi,amɛla soyi,1,2,2,9,1,0,0
yango nde lopango muji asombaki na mbɔngɔ tshotsho ayibaki,yango nde lopango mbudi asombaki na mbɔngɔ photo ayebiki,3,8,9,50,3,0,0
liboso motuka ekoma miso ya jeannine ezotala ndenge tata oyɔ akiti na motuka,liboso motuka ekoma miso ya jeannine ezotala ndenge tata oyɔ akiti na motuka,0,0,13,64,0,0,0
okoexpliquer ngai nini,okoexpliquer ngai nini,0,0,3,20,0,0,0
pe etekami,pe etikamaki,1,3,2,9,1,0,0
azalaka na ye pe na baninga te to bandeko oyɔ bayaka kotala ye,azalaka na ye pe na baninga te to bandeko oyɔ bayaka kotala ye,0,0,13,50,0,0,0
napesa yɔ mbote molimo esemi nasuki awa,napesa yɔ mbote molimo esemi nasuki awa,0,0,7,33,0,0,0
mokolo bakundaki yɔ nazalaki na kisasa nawelaki bibonga,mokolo bakundaki yɔ nazalaki na kinshasa awelelaki bibonga,2,5,8,48,2,0,0
bato bazalaki kokɛngɛla ye basutuka,malembe malembe bato bazalaki koleka na balabala bayoki makelele,7,35,5,31,3,4,0
bakozwa yɔ na kilo tein,bakozwa yɔ na kilo time,1,3,5,19,1,0,0
litanga ya kwiti oyɔ etikalaki ebimi,litanga ya kutu oyɔ etikali ebimi,2,5,6,31,2,0,0
nakoseka na esεngɔ mai ya miso ekokawuka,nakoseka na esɛngɔ mayi ya miso kokawuka,3,3,7,34,3,0,0
bana na yɔ bazalaka lisusu na ngai te,bana na yɔ bazalaka lisusu na ngai te,0,0,8,30,0,0,0
apumbuki yango na nsima atelemi,apumbuki yango na nsima etelemi,1,1,5,27,1,0,0
akomi kaka koloba lisolo na litoyi ya makangu na ye oyɔ babimaki na ye,akomi kaka koloba lisolo na litoyi ya makango na ye oyɔ babimaki na ye,1,1,14,57,1,0,0
nazobenga nani,nazobenga nani,0,0,2,13,0,0,0
bokosilisango,bokosilisa nga,2,1,1,13,1,1,0
muji ameseni pe na ndako ya mbεlε na mbala moko,muji ameseni pe na ndako ya mbele na mbala moko,1,2,10,38,1,0,0
bango nyɔnso bazalaka lingomba moko ya politiki ezalaki lingomhba ya mokonzi ya mboka,bango nyɔnso bazalaka lingomba moko ya politiki ezalaki lingomba ya mokonzi ya mboka,1,1,13,73,1,0,0
nzambe asi asala akela mokili na mikolo motoba na mokolo ya sambo apemaka,nzambe asi nzala akela mokili na mikolo motoba na mokolo ya sambo amemaka,2,3,13,61,2,0,0
tozalaki kobetana po na kolakisa makasi,tozalaki kobetana mpo na kolakisa makasi,1,1,6,34,1,0,0
tshotsho kodiongo akamwe,tshotsho kodiongo a kamwena,2,2,3,22,1,1,0
bazalaki soki bato zomi kasi milangi kaka misato ya masanga pe esi esilaki na yango,bazalaki soki bato zomi kasi milangi kaka misato ya masanga pe esi esilaki na yango,0,0,15,69,0,0,0
tango bato ya misala bakei muji atikali ye moko atali ndaku,ntango bato ya misala bakeyi muji atikali ye moko atali ndako,3,3,11,49,3,0,0
nyɔnso wana ezosalama tshotsho kodiongo pe azoyeba te,nyɔnso wana ezosalama tshotsho kodiongo pe azoyeba te,0,0,8,46,0,0,0
bato mitano balali bibembe,bato mitano balali bibembe,0,0,4,23,0,0,0
yɔ na ngai lisolo ezalaka lisusu te,yɔ na ngai lisolo ezalaka lisusu te,0,0,7,29,0,0,0
etumba oyɔ okɛndɛki kobunda lεlɔ esilisi mboka mobimba,etumba oyɔ ekɛndɛki kobunda lɛlɔ esilisi mboka mobimba,2,2,8,47,2,0,0
ata pe ozali mwana barumbu osala nini,ata pe ozali mwana bangu osala nini,1,4,7,31,1,0,0
muji mwananyoka mapango na ye ya sika asombaki na bacommissionnaire misusu,muji mwananyoka mapango na ye ya sika asombaki na bacommissionnaire misusu,0,0,11,64,0,0,0
atikali kuna elongi na kitalatala tango molayi mpenza,atikali kuna elongi na kitalatala tango molayi mpenza,0,0,8,46,0,0,0
bakoma kobenga yɔ bon client,bakoma kobenga yɔ bon plan,1,4,5,24,1,0,0
atikalaki kaka na lopango wana,atikalaki kaka na lopango wana,0,0,5,26,0,0,0
mwa mayi moko ezalaki wana,mwa mayi moko ezalaki wana,0,0,5,22,0,0,0
makanisi ezongi bango nsima,makanisi ezongi bango nsima,0,0,4,24,0,0,0
ata nsɔni te obengi ngai mwasi na yɔ,ata nsɔni te obengi ngai mwasi na yɔ,0,0,8,29,0,0,0
bana basili na kokufa ngai matoyi lokola ezosala te,bana basili nakokufa ngai matoyi lokola ezosala te,2,0,9,43,1,0,1
mingala mike mike pe epayi basi oyɔ ya mpεmbεni bango basengaka na ndenge ya muke te,lingala mike mike pe epayi basi oyɔ ya mpembeni bango basengaka na ndenge ya moke te,3,4,16,69,3,0,0
ekomeli ngai boni,ekomeli nga boni,1,1,3,15,1,0,0
mpiaka na yɔ mabe ee,ti aka na yɔ mabe ya,3,4,5,16,2,1,0
lεlɔ tosi tokoma soki na mokolo ya zomi yɔ ozozela nzambe asala,yɔ tosi tokoma na mokolo zomi yɔ azozela nzambe asala,4,10,12,52,2,0,2
kasi barumbu basakanaka na yango te,kasi barumbu basakanaka na yango te,0,0,6,30,0,0,0
akopesela mokonzi na ndenge moko ete moflato ya renard liboso ya aigle kutu mokε,nakopesela mokonzi na ndenge moko e te molato ya re mal liboso ya ge kutu moke,8,9,14,67,6,2,0
na miniti mokε motuka etikali se mabende,na minuti mok motuka etikali se mabende,2,2,7,34,2,0,0
amesana mwa mbɔngɔ ya boki bato babeleli kombo na ye,amesana mwa mbɔngɔ ya boke bato babeleli kombo na ye,1,1,10,43,1,0,0
pema ya kanda emati na tolo,mpema ya nkanda emati na tolo,2,2,6,22,2,0,0
bopoti mmbangu boyei kinshasa bokomi bakonzi,bopoti mbango boye ya kinshasa bokomi bakonzi,3,4,6,39,2,1,0
tshotsho asepeli,tshotsho asepeli,0,0,2,15,0,0,0
bakutani pe na bandeko misusu ya kilo lokola bango,bakutani pe na bandeko misusu ya kilo lokola bango,0,0,9,42,0,0,0
na nsima ya sanza misato mwananyoka memoire ezosala kaka eyemba mopao mokonzi,na nsima ya sanza misato mwananyoka me moire ezosala kaka eyemba mopao mokonzi,2,0,12,66,1,1,0
oloba ozali mwana ya barumbu ndaku na biso ezalaki wapi,koloba ozali mwana ya barumbu ndako na biso ezalaki wa pe,4,3,10,46,3,1,0
bilili ya bomoyi na ye etamboli liboso na ye lokola defile na triomphal,bilili ya bomoi na ye etamboli liboso na ye lokola defile na tr unon al,4,6,13,59,2,2,0
nakozala na mboka ya bawei molimo epai ya nzambe,nakozala na mboka ya bawei molimo epayi ya nzambe,1,1,9,40,1,0,0
abandi masolo ya politiki ndenge azokana kobongisa barumbu soki baponi ye,abandi masolo ya politiki ndenge nazoka na kobongisa bazo mo soki baponi ye,4,5,11,63,2,2,0
naluki na bikotakota babenga ngai honorable ye oyɔ abongi na lokumu liwa na yɔ nayokaki yango nabosanaki yango,nalulaki na bikota kota babenga ngai honorable ye oyɔ abongi na lokumu liwa na yɔ nayokaki yango nabosanaki yango,3,2,18,93,2,1,0
wana azozela kobelela ye mopao oleki bango,wana azozela babele la ye mopao oleki bango,2,2,7,36,1,1,0
tshotsho kodiongo apusani mpεmbεni na bango,tshotsho ko diongo apusani mpembeni na bango,3,2,6,38,2,1,0
motema libanga nazwi wapi,motema libanga nazwi wapi,0,0,4,22,0,0,0
oyɔ ya mobali akɛndɛ luanda,oyɔ ya mobali akɛndɛ landa,1,1,5,23,1,0,0
ebakata na villa,ebakata na villa,0,0,3,14,0,0,0
mpiaka likolo ya  mpiaka ateka bilɔkɔ nyɔnso azalaka na yango,mpiaka likolo ya mpiaka ateka bilɔkɔ nyɔnso azalaka na yango,0,0,10,51,0,0,0
naluki butu na moyi babenga ngai excellence ye oyɔ aleki na malonga,naluki butu na moyi babenga ngai excellence ye oyɔ aleki na malonga,0,0,12,56,0,0,0
bisika ya kofanda ezali ebele,bisika a kofanda ezali ebele,1,1,5,25,1,0,0
azongeli kaka commissionnaire oyɔ amemelaki ye masolo yango,azongeli kaka komesana re oyɔ amemelaki ye masolo yango,2,8,8,52,1,1,0
natelema nayamba yɔ,natelema nayamba yɔ,0,0,3,17,0,0,0
ezali ekala,ezali ekala,0,0,2,10,0,0,0
tika ngai nafanda kimya,tika ngai nafanda kimia,1,1,4,20,1,0,0
nini ezosala yɔ ezali kindoki to ezali kibolole,nini azosala yɔ ezali kindoki to ezali kibolole,1,1,8,40,1,0,0
kuna asombi pe lopango afandi masolo pe ebongwani,kuna asombi mpe lopango afandi masolo mpe ebongwani,2,2,8,42,2,0,0
ayɔki na litoyi mongongo oyɔ elalisaka ngubu na ebale   ngai mwasi ya ministre mobimba nafutelaka,ayɔki na litoyi mongongo oyɔ elalisaka gabu na ebale ngai mwasi ya ministre mobimba nafutelaka,1,2,15,81,1,0,0
uta mokolo wana tshotsho alobaka lisusu te likambo ya barumbu,uta mokolo wana tshotsho alobaka lisusu te likambo ya barumbu,0,0,10,52,0,0,0
ekipi yango ezalaki  kosangisa bana ya zone ya kinshasa pe zone ya barumbu,ekipi yango ezalaki kosangisa bana ya zomi ya kinshasa pe zone na barumbu,2,3,13,61,2,0,0
muji atie yango na kombo na ye moko,muji atie yango na nkombo na ye moko,1,1,8,28,1,0,0
afandi mwa kimya,afandi mwa kimya,0,0,3,14,0,0,0
mwa mbɔngɔ ya  bapolo mwa danki ekosopa mabele na avenue bokasa djalεlɔ ekoyembama ete azali nsoso ya mboka,mwa mbɔngɔ ya bapolo mwa laki ekosopa mabele na avenir bokasa dja lelo ekoyembama ete azali soso ya mboka,5,7,18,89,4,1,0
masumu ya bato nyɔnso oyɔ bakamba mboka pe bakomisa barumbu esika barumbu ekomi afuti masumu na bango,masumu ya bato nyɔnso oyɔ bakamba mboka pe bakomisa barumbu esika barumbu ekomi afuti masumu na bango,0,0,17,85,0,0,0
ezala commune ezala zone ezali maloba ya français,ezala commune ezala zone ezalaki maloba ya francais,2,3,8,42,2,0,0
moyimoyi mwananyoka aluki bacommissionnaire,moyi moyi mwananyoka aluki bacommissionnaire,2,0,4,40,1,1,0
lokola pe kinshasa ekoma mbindo esengeli tango nyɔnso kotala esika ozali kotiya likolo,lokola pe kinshasa ekoma mbindo esengeli tango nyɔnso kotala esika ozali kotiya likolo,0,0,13,74,0,0,0
kihonorable nalulaki bapesa ngai na ndikila kiexcellence natekelaki mboka balongoli mafuta nzoyi,kihonorable nalulaki bapesi ngai na ndikila excellence natekelaki mboka balongoli mafuta nzoyi,2,3,12,85,2,0,0
bakozala kofuta mbɔngɔ na compte na ye na banki,bakozala kofuta mbɔngɔ na cote na ye ya banki,2,3,9,39,2,0,0
makanisi ezali kotambola ye mmbangu mmbangu,makanisi ezali kotambola ye mbangu mbango,2,3,6,38,2,0,0
soki etangama okokufa na pepo ata osali ndenge nini sukasuka okomata kaka na pepo,soki etangama okokufa na pepo ata osali ndenge nini sukasuka okomata kaka na pepo,0,0,14,68,0,0,0
na ma campagne esi ezalaki na kolo masolo oyɔ esi akanaki kotiya libaya na ma campagne,na ma campagne esi ezalaki na kolo masolo oyɔ esi akanaki kotiya libaya na ma campagne,0,0,16,71,0,0,0
muji mwananyoka apesa tshotsho nyɔnso oyɔ nzoto na ye bo mobali ekokaki kozala na posa ya kozwa,muji mwananyoka apesa too nyɔnso oyɔ nzoto na ye bomobali ekokaki kozala na mposa ya kozwa,4,6,17,79,3,0,1
bakomi kokanisa ndenge bazalaki kokɛndɛ kopotana na lisano ya ndembo na bana ya camp otraco,bakomi kokanisa ndenge bazalaki kokɛndɛ kopota na na lisano ya ndembo na bana ya can tapol,4,6,15,77,3,1,0
na ndenge ya solo ayɔki mpenza ete soki akeyi kosuba te akosuba na bilamba,ta ndenge ya solo ayoki mpenza ete soki akeyi kosomba te akosomba na bilamba,4,6,14,61,4,0,0
bato ya ntembe bazali,bato ya ntembe bazali,0,0,4,18,0,0,0
mpiaka ekoti yɔ ozongi pprd ozwi mwa poste otongi ndaku ya etage,pepo ekoti yɔ ozongi pe pere ozwi mwa poste otongi ndako etage,5,11,12,53,3,1,1
po pere na biso azalaki mpenza mutu ya lumumba deux fois te,po pere na biso azalaki mpenza mutu ya lumumba djef te,2,6,12,48,1,0,1
ata kokomba oyɔ ya kokomba bozoyiba tii mbɔngɔ ya  kombo,ata kokomba ya kokoma boboyi batie mbɔngɔ kombo,5,8,10,46,3,0,2
ezalaki na bamibu diznef cent katre vin na tango ya mobutu,ezalaki na samibo die can kate van na tango ya mobutu,5,9,11,48,5,0,0
esengi kaka yɔ otia libaya kuna,esengi kaka yɔ kotiya libaya kuna,1,2,6,26,1,0,0
akoti na kikuku amisaleli mwa maki mwa ti ya motane ezanga miliki mwa lipa ye wana alei na kimya nyɔnso,akoti na kikuku amisaleli mwa maki mwa ti ya motane ezanga miliki mwa lipa ye wana aleyi na kimia nyɔnso,2,2,20,84,2,0,0
mokolo mwananyoka apesaki bato basombaki lopango fungola tshotsho kodiongo azalaki na mission ya mosala na lubumbashi,mokolo mwananyoka apesaki bato basombaki lopango fungola tshotsho kodiongo azalaki na meso ya mosala na lubumbashi,1,4,16,102,1,0,0
yɔ ozomona te ke mboka eza ya kokufa,yɔ ozo mwana te le mboka za akokufa,6,5,8,29,4,1,1
basololi tii baye kokoma na eyano,basololi tii baye kokoma na eyano,0,0,6,28,0,0,0
mokolo moko na ekala moko na gombe bazalaki elongo na baninga na ye ya politiki po na komɛla masanga pe kolekisa mwa tango,mokolo moko na ekala moko na gombe bazalaki elongo na baninga na ye ya politiki po na komɛla masanga pe kolekisa mwa tango,0,0,23,100,0,0,0
makambo nini ozoloba,makambu a nini ozoloba,2,2,3,18,1,1,0
tshotsho ayanoli na se ya motema  ebongo na kikwit soki balabala ezali te ekosala nini,tshotsho ayanoli na se ya motema ebongo na kikwit soki balabala ezali te ekosala nini,0,0,15,71,0,0,0
sikoyɔ ekomi lisusu vote ozoya kwelekwele na mbɔngɔ na biso oyibaki osombela biso masanga,sikoyɔ komi lisusu vote ozoya kolia kola na mbɔngɔ na biso oyibaki osombela biso masanga,3,8,14,76,2,1,0
bato bayei ebele esika yango mɔtɔ akokipe kosunga bango azali te,bato bayei ebele esika yango mɔtɔ akoki pe kosunga bango ezali te,3,1,11,54,2,1,0
azali mɔtɔ ya lingomba ya tata mokonzi,azali mɔtɔ ya lingomba ya tata mokonzi,0,0,7,32,0,0,0
basombaka nini na barumbu,basombaka nini na barumbu,0,0,4,22,0,0,0
mabanga ezali kolanda bango,mabanga ezali kolanda bango,0,0,4,24,0,0,0
aye kokoma na ndako yango na poso oyɔ elandi,aye kokoma na ndako yango na poso oyɔ elandi,0,0,9,36,0,0,0
balabala bokasa oyɔ,balabala boka se oyɔ,2,1,3,17,1,1,0
basi oyɔ olalaki na makasi bazali basi lokola ngai,basi oyɔ olalaki na makasi bazalaki basi lokola ngai,1,2,9,42,1,0,0
bozalaka boye bosi bokataki moyeke kuna soki bana kongo basili te bino pe bokolεmba te,bozalaka boye bosi bokati moyeke kuna soki bana congo basili te bino pe bolema te,3,7,15,72,3,0,0
excellence abakisi mbɔngɔ ndaku ezongi ya sika,excellence abakisi mbɔngɔ ndako ekomi ya sika,2,4,7,40,2,0,0
kota na mutuka tokosolola na malεmbε,kota na motuka tokosolola na malembe,2,3,6,31,2,0,0
na etelemelo ya bisi ya kingasani ya suka ezalaka na bato ebele,na etelemelo ya bisi ya kingasani ya suka ezalaka na bato ebele,0,0,12,52,0,0,0
tshotsho kodiongo ayɔki neti pepe kalle abimi na nkunda pe azali kozomela ye,tshotsho ko diongo ayoki neti bo pe kale abimi na kunda pe azali kozomela ye,7,5,13,64,5,2,0
dongolomiso basilisi bato na koboma mpinzoli te,dongolo minso basilisi bato na koboma mpinzoli te,2,1,7,41,1,1,0
tshotsho kodiongo abetami,tshotsho kodiongo abetami,0,0,3,23,0,0,0
tata oyɔ akomi kosala neti asundola vie na ye ya kala ndako na ye aya kotingama awa,tata oyɔ akomi kosala neti asundola vie na ye ya kala ndako na ye aya kotingama awa,0,0,17,67,0,0,0
ye moko amiyanoli  esala nini,ye moko amiyanoli esala nini,0,0,5,24,0,0,0
nakokɛndɛ na ye wapi soki balongoli ye,nakokɛndɛ na yɔ wapi soki balongoli ye,1,1,7,32,1,0,0
elɔkɔ nini etindaki ngai naloba ke nazali mwana ya barumbu,elɔkɔ nini etindaki ngai naloba que nazali mwana ya barumbu,1,2,10,49,1,0,0
motuka moko ya mwindu bitalatala ya molili,motuka moko ya moindo bitalatala ya molende,2,6,7,36,2,0,0
wana ozali komikosa nzambe azosala te,wana ozali bomikosa zamba azosala te,2,3,6,32,2,0,0
aseki abeti mabɔkɔ amilobeli   nasombi villa na ma campagne,aseki abeti mabɔkɔ amilobeli nasombi villa na ma campagne,0,0,9,49,0,0,0
mokolo mosusu awutaki kosukola,mokolo mosusu awutaki kosukola,0,0,4,27,0,0,0
kombo na yango ezalaki babeti ya kin,kombo na yango ezalaki babeti ya kin,0,0,7,30,0,0,0
mibali oyɔ bobomaki te nsɔni elata bango po na oyɔ ya nsɔmɔ bosalaki na basi pe bandeko na bango ya basi,mibali oyɔ bobomaki te soni elata bango po na oyɔ ya nsɔmɔ bosalaki na basi pe bandeko na bango ya basi,1,2,21,84,1,0,0
muji alongwe na badalungwa akoti na ndako na ye moko na ma campagne,muji alongwe na bandalungwa akoti na ndako na ye moko na ma campagne,1,1,13,55,1,0,0
botamboli zamba-zamba botimola koltani boteki yango mangondo po basalela na yango basmartfone,botamboli zamba zamba botimoli koltani boteki yango mangondo po basalela na yango pas mat coll,6,7,12,82,3,3,0
azotala masolo ya politiki ya france,azotala masolo ya politique ya france,1,3,6,31,1,0,0
motema emesana na komonaka ebele ya pasi eyelaka yɔ,motema emesana na komonaka ebele ya pasi eyelaka yɔ,0,0,9,43,0,0,0
zonga na ebele ya mosolo na yɔ osala elambo na misuni ya bato oliaka,zonga na ebele ya masolo na yɔ osala elambo na misuni ya bato oliaka,1,1,14,55,1,0,0
olobi ozali mwana ya barumbu osilisi okeyi kaka bongo,olobi ozali mwana ya barumbu osilisi okeyi kaka bongo,0,0,9,45,0,0,0
bato mosusu pe bakoma koya koluka ye wana po asalisa bango na bampasi na bango,bato mosusu pe bakoma koya koluka ye wana po asalisa bango na bampasi na bango,0,0,15,64,0,0,0
zela nanu,zela nani,1,1,2,8,1,0,0
sanza misato ya preavis po abima na ndako,sanza misato ya preavis e po abima na ndako,1,1,8,34,0,1,0
obosani ete ozali na katikati ya fulu ya kinshasa,obosani ete azali na katikati ya fulu ya kinshasa,1,1,9,41,1,0,0
akoma na ye kaka mɔtɔ ya mabanga,akoma na ye kaka mɔtɔ ya mabanga,0,0,7,26,0,0,0
ayebelaki koloba kikongo wapi ye muluba awutaki kasayi,aye elaki koloba ke kongo wapi ye moluba awutaki kasa ni,7,4,8,47,4,3,0
bayaka kotala barumbu,bayaka kotala barumbu,0,0,3,19,0,0,0
atali oyɔ azalaki mwa mosika pe amatisi mwa mongongo po ezipa makelele ya mindulε,atali oyɔ azalaki mwa mosika pe amatisi mwa mongongo po esika makelele ya minduli,2,3,14,68,2,0,0
kasi na lingala commune ezali ntaka,kasi na lingala commune ezali ntaka,0,0,6,30,0,0,0
ngai nazali mwana na bino ya barumbu,ngai nazali mwana na bino ya barumbu,0,0,7,30,0,0,0
tshotsho akitisi kitalatala oyɔ ya ngambo ye afandaki,tshotsho akitisi kita na tala oyɔ ya ngambo ye afandaki,3,1,8,46,1,2,0
lokuta na lofundu batata na bamama mibimba,lokuta na lofundu batata na bamama mibimba,0,0,7,36,0,0,0
na tango wana tshotsho amoni mipende ya bolεngε ye pe amiyɔki bolεngε,na ntango wana tshotsho amoni mipende ya bolingo ye pe akomi bolingo,4,10,12,58,4,0,0
bozosilisa batata batu bambɔgɔ na bango,bokosilisa batata bato bambɔgɔ na bango,2,2,6,34,2,0,0
kanisa kaka ke muluba mutu ya lumumba akeyi kobatama na kimbanseke epayi ya bakongo batu ya kasavubu,kanisa kaka ue moluba mɔtɔ ya lumumba akeyi kobatama na kibanga ke epayi ya bakongo bato ya kasavubu,6,8,17,84,5,1,0
bana oyɔ obomaki bazali lokola bana na ngai,bana oyɔ obomaki bazalaki lokola bana na ngai,1,2,8,36,1,0,0
yɔ okolobela ngai nini,yɔ o kolobela ngai nini,2,0,4,19,1,1,0
wana pe ye mokonzi yango zoba lokola soki ndenge nini asepeli,wana pe mokonzi yango zoba lokola soki ndenge nini asepeli,1,2,11,51,0,0,1
bokutani po mokonzi na mokonzi azoluka kwanga po na mboka na ye,bokutani po mokonzi na mokonzi azoluka kwanga mpo na mboka na ye,1,1,12,52,1,0,0
bato na ye basali makasi babendi ye na se ya lobeto azalaki kobetama bakotisi ye na motuka pe batamboli,bato na ye basali makasi babendi ye na se ya lobeto azalaki kobetama bakotisi ye na motuka pe batamboli,0,0,19,85,0,0,0
asala nyɔnso akota na guvernema oyɔ ya joseph esimba te,asala nyɔnso akota na gouvernement oyɔ ya jose esimba te,2,6,10,46,2,0,0
akoti na epemelo amoni mwana ya mosala asilaki kopangusa ndako,akoti na epemelo amoni mwana ya mosala asilaki kokangisa ndako,1,2,10,53,1,0,0
ndenge koffi olomide ayemba  elεngi efandaka epayi na biso,ndenge koffi olomide ayemba elengi efandaka epayi na biso,1,1,9,49,1,0,0
