original,predicted,wer:22.13,cer:6.85,num_tokens,num_chars,substitutions,insertions,deletions
atikalaki kaka na lopango wana,atikalaki kaka na lopango wana,0,0,5,26,0,0,0
mwa mayi moko ezalaki wana,mwa mayi moko ezalaki wana,0,0,5,22,0,0,0
makanisi ezongi bango nsima,makanisi ezongi bango nsima,0,0,4,24,0,0,0
ata nsɔni te obengi ngai mwasi na yɔ,ata nsɔni te obengi ngai mwasi na yɔ,0,0,8,29,0,0,0
bana basili na kokufa ngai matoyi lokola ezosala te,bana basili nakokufa ngai matoyi lokola ezosala te,2,0,9,43,1,0,1
mingala mike mike pe epayi basi oyɔ ya mpεmbεni bango basengaka na ndenge ya muke te,lingala mike mike pe epayi basi oyɔ ya mpεmbεni bango basengaka na ndenge ya moke te,2,2,16,69,2,0,0
ekomeli ngai boni,ekomɛelinga boni,2,2,3,15,1,0,1
mpiaka na yɔ mabe ee,tiaka na yɔ mabe ya,2,4,5,16,2,0,0
lεlɔ tosi tokoma soki na mokolo ya zomi yɔ ozozela nzambe asala,yɔ toi tokomo na mokolo zomi yɔ ozozela nzambe asala,5,10,12,52,3,0,2
kasi barumbu basakanaka na yango te,kasi barumbu basakanaka na yango te,0,0,6,30,0,0,0
akopesela mokonzi na ndenge moko ete moflato ya renard liboso ya aigle kutu mokε,akopesela mokonzi na ndenge mokoe te moflatre ya remal liboso ya ege kutu mokε,5,8,14,67,5,0,0
na miniti mokε motuka etikali se mabende,na minuti mokε motuka etikali se mabende,1,1,7,34,1,0,0
amesana mwa mbɔngɔ ya boki bato babeleli kombo na ye,amesana mwa mbɔngɔ ya boke bato babelteli kombo na ye,2,2,10,43,2,0,0
pema ya kanda emati na tolo,mpema ya nkanda emati na tolo,2,2,6,22,2,0,0
bopoti mmbangu boyei kinshasa bokomi bakonzi,bopoti mbango boye ya kinshasa bokomi bakonzi,3,4,6,39,2,1,0
tshotsho asepeli,thoto asepeli,1,3,2,15,1,0,0
bakutani pe na bandeko misusu ya kilo lokola bango,bakutani pe na bandeko misusu ya kilo lokola bango,0,0,9,42,0,0,0
na nsima ya sanza misato mwananyoka memoire ezosala kaka eyemba mopao mokonzi,na nsima ya sanza misato mwananyoka me mor ezosala kaka eyemba mopango mokonzi,3,4,12,66,2,1,0
oloba ozali mwana ya barumbu ndaku na biso ezalaki wapi,koloba ozali mwana ya balunmgu ndako na biso ezalaki wa pe,5,6,10,46,4,1,0
bilili ya bomoyi na ye etamboli liboso na ye lokola defile na triomphal,bilini ya bomoi na ye etamboli liboso na ye lokola defile na trinonfale,3,7,13,59,3,0,0
nakozala na mboka ya bawei molimo epai ya nzambe,nakozala na mboka ya bawei molimo epayi ya nzambe,1,1,9,40,1,0,0
abandi masolo ya politiki ndenge azokana kobongisa barumbu soki baponi ye,abandi masolo ya politiki ndenge azoka na kobongisa bazo mo soki bapɔni ye,5,5,11,63,3,2,0
naluki na bikotakota babenga ngai honorable ye oyɔ abongi na lokumu liwa na yɔ nayokaki yango nabosanaki yango,nalukaki na bikota kota babenga ngai onorable ye oyɔ abongi na lokumu liwa na yɔ nayokaki yango nabosanaki yango,4,3,18,93,3,1,0
wana azozela kobelela ye mopao oleki bango,wana zozela babelela ye mopao oleki bango,2,3,7,36,2,0,0
tshotsho kodiongo apusani mpεmbεni na bango,thotsho ko diongo apusani mpεmbεni na bango,3,1,6,38,2,1,0
motema libanga nazwi wapi,motema libanga nazwi wapi,0,0,4,22,0,0,0
oyɔ ya mobali akɛndɛ luanda,oyɔ ya mobali akɛndɛ lowanda,1,2,5,23,1,0,0
ebakata na villa,ebakata na villa,0,0,3,14,0,0,0
mpiaka likolo ya  mpiaka ateka bilɔkɔ nyɔnso azalaka na yango,piaka likolo ya mpiaka ateka bilɔkɔ nyɔnso azalaka na yango,1,1,10,51,1,0,0
naluki butu na moyi babenga ngai excellence ye oyɔ aleki na malonga,naluki butu na moyi babenga ngai excellence ye oyɔ aleki na malonga,0,0,12,56,0,0,0
bisika ya kofanda ezali ebele,misika a kofanda ezali ebele,2,2,5,25,2,0,0
azongeli kaka commissionnaire oyɔ amemelaki ye masolo yango,azongeli kaka komessonare oyɔ amemelaki ye masolo yango,1,6,8,52,1,0,0
natelema nayamba yɔ,natelema nayamba yɔ,0,0,3,17,0,0,0
ezali ekala,ezali ekala,0,0,2,10,0,0,0
tika ngai nafanda kimya,tika ngai nafanda kimia,1,1,4,20,1,0,0
nini ezosala yɔ ezali kindoki to ezali kibolole,nini azosala yɔ ezali kindoki toy ezali kibolole,2,2,8,40,2,0,0
kuna asombi pe lopango afandi masolo pe ebongwani,kuna asombi mpe lopango afandi masolo mpe ebongwani,2,2,8,42,2,0,0
ayɔki na litoyi mongongo oyɔ elalisaka ngubu na ebale   ngai mwasi ya ministre mobimba nafutelaka,ayɔki na litoyi mongongo oyɔ elalisaka ngobu na ebale ngai mwasi ya minuste mobimba nafutelaka,2,3,15,81,2,0,0
uta mokolo wana tshotsho alobaka lisusu te likambo ya barumbu,kuta mokolo wana tshotsho alobaka lisusu te likambo ya barumbu,1,1,10,52,1,0,0
ekipi yango ezalaki  kosangisa bana ya zone ya kinshasa pe zone ya barumbu,ekipi yango ezalaki kosangisa bana ya zomi ya kinshasa pe zome na barumbu,3,4,13,61,3,0,0
muji atie yango na kombo na ye moko,mudi atie yango na nkombo na ye moko,2,2,8,28,2,0,0
afandi mwa kimya,afandi mwa kimya,0,0,3,14,0,0,0
mwa mbɔngɔ ya  bapolo mwa danki ekosopa mabele na avenue bokasa djalεlɔ ekoyembama ete azali nsoso ya mboka,mwa mbɔngɔ ya bapolo mwandaki ekosopa mabele na avenier mbokasa djalelo ekoyembama ete azali soso ya mboka,6,8,18,89,5,0,1
masumu ya bato nyɔnso oyɔ bakamba mboka pe bakomisa barumbu esika barumbu ekomi afuti masumu na bango,masumu ya bato nyɔnso oyɔ bakamba mboka pe bakomisa balumbu esika balumbu ekomi afuti masumu na bango,2,2,17,85,2,0,0
ezala commune ezala zone ezali maloba ya français,ezala commune ezala zome ezalaki maloba ya français,2,3,8,42,2,0,0
moyimoyi mwananyoka aluki bacommissionnaire,moyi moyi mwananyoka aluki bacommisionnaiure,3,2,4,40,2,1,0
lokola pe kinshasa ekoma mbindo esengeli tango nyɔnso kotala esika ozali kotiya likolo,lokola pe kinshasa ekoma mbindo esengeli tango nyɔnso kotala esika ozali kotiya likolo,0,0,13,74,0,0,0
kihonorable nalulaki bapesa ngai na ndikila kiexcellence natekelaki mboka balongoli mafuta nzoyi,kionorable nalukaki bapesi ngai na ndikila excelence natekelaki mboka balongoli mafuta nzoyi,4,6,12,85,4,0,0
bakozala kofuta mbɔngɔ na compte na ye na banki,bakozala kofuta mbɔngɔ na cote na ye ya bannke,3,5,9,39,3,0,0
makanisi ezali kotambola ye mmbangu mmbangu,makanisi ezali kotambola ye mbangumbango,2,3,6,38,1,0,1
soki etangama okokufa na pepo ata osali ndenge nini sukasuka okomata kaka na pepo,soki etangama okokufa na pepo ata osali ndenge nini sukasuka okomata kaka na pepo,0,0,14,68,0,0,0
na ma campagne esi ezalaki na kolo masolo oyɔ esi akanaki kotiya libaya na ma campagne,na ma campagne esi ezalaki na kolo masolo oyɔ esi akalaki kotiya libaya na ma campagne,1,1,16,71,1,0,0
muji mwananyoka apesa tshotsho nyɔnso oyɔ nzoto na ye bo mobali ekokaki kozala na posa ya kozwa,mudji mwananyoka apesa toto nyɔnso oyɔ nzoto na ye bomobali ekokaki kozala na mposa ya kozwa,5,6,17,79,4,0,1
bakomi kokanisa ndenge bazalaki kokɛndɛ kopotana na lisano ya ndembo na bana ya camp otraco,bakomi kokanisa ndenge bazalaki kokɛndɛ kopotana na lisalo ya ndembo na bana ya can etraco,3,4,15,77,3,0,0
na ndenge ya solo ayɔki mpenza ete soki akeyi kosuba te akosuba na bilamba,tna ndenge ya solo ayoki mpenza ete soki akeyi kosoba te akosoba na bilamba,4,4,14,61,4,0,0
bato ya ntembe bazali,bato ya ntembe bazali,0,0,4,18,0,0,0
mpiaka ekoti yɔ ozongi pprd ozwi mwa poste otongi ndaku ya etage,pieko ekoti yɔ ozongi pe perde ozwi mwa poste otongi ndako etage,5,9,12,53,3,1,1
po pere na biso azalaki mpenza mutu ya lumumba deux fois te,po pere na biso azalaki mpenza mutu ya lomumba djefo te,3,6,12,48,2,0,1
ata kokomba oyɔ ya kokomba bozoyiba tii mbɔngɔ ya  kombo,ata kokombo ya kokoma bozoyi bati mbɔngɔ kombo,6,7,10,46,4,0,2
ezalaki na bamibu diznef cent katre vin na tango ya mobutu,ezalaki na bamibo dimecans kratrevens na tango ya mobutu,5,9,11,48,3,0,2
esengi kaka yɔ otia libaya kuna,esengi kaka yɔ otiya libaya kuna,1,1,6,26,1,0,0
akoti na kikuku amisaleli mwa maki mwa ti ya motane ezanga miliki mwa lipa ye wana alei na kimya nyɔnso,akoti na kituku amisaleli mwa maki mwati ya motane ezanga miliki mwa lipa ye wana aleyi na kimia nyɔnso,5,3,20,84,4,0,1
mokolo mwananyoka apesaki bato basombaki lopango fungola tshotsho kodiongo azalaki na mission ya mosala na lubumbashi,mokolo mwananyoka apesanaki bato basombaki lopango fungola tshotsho kodiongo azalaki na mesion ya mosala na lobumbasi,3,6,16,102,3,0,0
yɔ ozomona te ke mboka eza ya kokufa,yɔ ozo mwana tele mboka za akokufa,6,5,8,29,5,0,1
basololi tii baye kokoma na eyano,basololi tii baye kokoma na eyano,0,0,6,28,0,0,0
mokolo moko na ekala moko na gombe bazalaki elongo na baninga na ye ya politiki po na komɛla masanga pe kolekisa mwa tango,mokolo moko na ekala moko na gombe bazalaki elongo na baninga na ye ya politiki po na komɛla masanga pe kolekisa mwa tango,0,0,23,100,0,0,0
makambo nini ozoloba,makambu a nini ozoloba,2,2,3,18,1,1,0
tshotsho ayanoli na se ya motema  ebongo na kikwit soki balabala ezali te ekosala nini,tshotso ayanoli na se ya motema ebongo na kikuiti soki balabala ezali te ekosala nini,2,3,15,71,2,0,0
sikoyɔ ekomi lisusu vote ozoya kwelekwele na mbɔngɔ na biso oyibaki osombela biso masanga,sikoykomi lisusu voti ozolya kwlia kwala na mbɔngɔ na biso oyibaki osombela biso masanga,6,9,14,76,6,0,0
bato bayei ebele esika yango mɔtɔ akokipe kosunga bango azali te,bato bayei ebele esika yango mɔtɔ akoki pe kosunga bango ezali te,3,1,11,54,2,1,0
azali mɔtɔ ya lingomba ya tata mokonzi,azali mɔtɔ ya lingomba ya tata mokonzi,0,0,7,32,0,0,0
basombaka nini na barumbu,basombaka nyini na balumbu,2,2,4,22,2,0,0
mabanga ezali kolanda bango,mabanga ezali kolanda bango,0,0,4,24,0,0,0
aye kokoma na ndako yango na poso oyɔ elandi,aye kokoma na ndako yango na poso oyɔ elandi,0,0,9,36,0,0,0
balabala bokasa oyɔ,balabala bokase oyɔ,1,1,3,17,1,0,0
basi oyɔ olalaki na makasi bazali basi lokola ngai,basi oyɔ olalaki na makasi bazalaki basi lokola ngai,1,2,9,42,1,0,0
bozalaka boye bosi bokataki moyeke kuna soki bana kongo basili te bino pe bokolεmba te,bozalaka boye bosi bokati moyeke kuna soki bana congo basili te bino pe bokolenga te,3,6,15,72,3,0,0
excellence abakisi mbɔngɔ ndaku ezongi ya sika,excellance abakisi mbɔngɔ ndauko ekomi ya sika,3,6,7,40,3,0,0
kota na mutuka tokosolola na malεmbε,kota na motuka tokosolola na malεmbε,1,1,6,31,1,0,0
na etelemelo ya bisi ya kingasani ya suka ezalaka na bato ebele,na etelemelo ya bisi ya kingasani ya suka ezalaka na bato ebele,0,0,12,52,0,0,0
tshotsho kodiongo ayɔki neti pepe kalle abimi na nkunda pe azali kozomela ye,moshotsho ko diongo ayoki netibo pe kale abimi na kunda pe azali kozomɛla ye,9,8,13,64,8,1,0
dongolomiso basilisi bato na koboma mpinzoli te,bongolo minso basilisi bato na koboma pinzoli te,3,3,7,41,2,1,0
tshotsho kodiongo abetami,tsho tsho kodiongo abetami,2,0,3,23,1,1,0
tata oyɔ akomi kosala neti asundola vie na ye ya kala ndako na ye aya kotingama awa,tata oyɔ akomi kosala neti asundola vi na ye ya kala ndako na ye aya kotingama awa,1,1,17,67,1,0,0
ye moko amiyanoli  esala nini,ye moko amiyanoli esala nini,0,0,5,24,0,0,0
nakokɛndɛ na ye wapi soki balongoli ye,nakokɛndɛ na yɔ wapi soki balongoli ye,1,1,7,32,1,0,0
elɔkɔ nini etindaki ngai naloba ke nazali mwana ya barumbu,elɔkɔ nini etindaki ngai naloba que nazali mwana ya barumbu,1,2,10,49,1,0,0
motuka moko ya mwindu bitalatala ya molili,motuka moko ya moindu bitala tana ya molinde,4,5,7,36,3,1,0
wana ozali komikosa nzambe azosala te,wana ozali komikosa zamba azosala te,1,2,6,32,1,0,0
aseki abeti mabɔkɔ amilobeli   nasombi villa na ma campagne,aseki abeti mabɔkɔ amilobeli nasombi vila na ma campagne,1,1,9,49,1,0,0
mokolo mosusu awutaki kosukola,mokolo mosusu awutaki kosukola,0,0,4,27,0,0,0
kombo na yango ezalaki babeti ya kin,kombo na yango ezalaki babeti ya kin,0,0,7,30,0,0,0
mibali oyɔ bobomaki te nsɔni elata bango po na oyɔ ya nsɔmɔ bosalaki na basi pe bandeko na bango ya basi,mibali oyɔ bobomaki te soni elata bango po na oyɔ ya nsɔmɔ bosalaki na basi pe bandeko na bango ya basi,1,2,21,84,1,0,0
muji alongwe na badalungwa akoti na ndako na ye moko na ma campagne,muji alongwe na bandalumbwa akoti na ndako na ye moko na ma campagne,1,3,13,55,1,0,0
botamboli zamba-zamba botimola koltani boteki yango mangondo po basalela na yango basmartfone,botamboli zamba azamba botimboli coltane boteki yango mangondo po bosalela na yango pasmantfolle,6,10,12,82,5,1,0
azotala masolo ya politiki ya france,azotala masolo ya bolitique ya france,1,4,6,31,1,0,0
motema emesana na komonaka ebele ya pasi eyelaka yɔ,motema emesana na komonaka ebele ya pasi eyelaka yɔ,0,0,9,43,0,0,0
zonga na ebele ya mosolo na yɔ osala elambo na misuni ya bato oliaka,zonga na ebele ya masolo na yɔ osala elambo na misuni ya bato liaka,2,2,14,55,2,0,0
olobi ozali mwana ya barumbu osilisi okeyi kaka bongo,olobi ozali mwana ya barumbu osilisi okeyi kaka bongo,0,0,9,45,0,0,0
bato mosusu pe bakoma koya koluka ye wana po asalisa bango na bampasi na bango,bato mosusu pe bakoma koya koluka ye wana po asalisa bango na bapasi na bango,1,1,15,64,1,0,0
zela nanu,zela mani,1,2,2,8,1,0,0
sanza misato ya preavis po abima na ndako,sanza misato ya prezavie po abima na ndako,1,2,8,34,1,0,0
obosani ete ozali na katikati ya fulu ya kinshasa,obosani ete azali na katikati ya fulu ya kinshasa,1,1,9,41,1,0,0
akoma na ye kaka mɔtɔ ya mabanga,akoma na ye kaka mɔtɔ ya mabanga,0,0,7,26,0,0,0
ayebelaki koloba kikongo wapi ye muluba awutaki kasayi,ayebelaki koloba kikongo wapi ye moluba awutaki kasani,2,2,8,47,2,0,0
bayaka kotala barumbu,bayaka kotala balumbu,1,1,3,19,1,0,0
atali oyɔ azalaki mwa mosika pe amatisi mwa mongongo po ezipa makelele ya mindulε,atali oyɔ azalaki mwa mosika pe amatisi mwa mongongo po ezipa makelele ya minduli,1,1,14,68,1,0,0
kasi na lingala commune ezali ntaka,kasi na lingala commune ezali ntaka,0,0,6,30,0,0,0
ngai nazali mwana na bino ya barumbu,ngai nazali mwana na bino ya barumbu,0,0,7,30,0,0,0
tshotsho akitisi kitalatala oyɔ ya ngambo ye afandaki,tshotsho akitisi kita na tala oyɔ ya ngambo ye afandaki,3,1,8,46,1,2,0
lokuta na lofundu batata na bamama mibimba,lokuta na lokundu batata na bamama mibimba,1,1,7,36,1,0,0
na tango wana tshotsho amoni mipende ya bolεngε ye pe amiyɔki bolεngε,na ntango wana tshotho amoni mipe nde ya bolenge ye pe akomi bolenge,7,11,12,58,6,1,0
bozosilisa batata batu bambɔgɔ na bango,bozosilisa batata bato bambɔgɔ na bango,1,1,6,34,1,0,0
kanisa kaka ke muluba mutu ya lumumba akeyi kobatama na kimbanseke epayi ya bakongo batu ya kasavubu,kanisa kaka kue moluba mɔtɔ ya lomumba akeyi kobatama na kimbanzake epayi ya bakongo bato ya kasavuvu,7,9,17,84,7,0,0
bana oyɔ obomaki bazali lokola bana na ngai,bana oyɔ obomaki bazalaki lokola bana na ngai,1,2,8,36,1,0,0
yɔ okolobela ngai nini,yɔ okolobela ngai nini,0,0,4,19,0,0,0
wana pe ye mokonzi yango zoba lokola soki ndenge nini asepeli,wana pe mokonzi yango zoba lokola soki ndenge nini asepeli,1,2,11,51,0,0,1
bokutani po mokonzi na mokonzi azoluka kwanga po na mboka na ye,bokutani po mokonzi na mokonzi yazoluka kwanga mpo na mboka na ye,2,2,12,52,2,0,0
bato na ye basali makasi babendi ye na se ya lobeto azalaki kobetama bakotisi ye na motuka pe batamboli,bato na ye basali makasi babendi ye na se ya lobeto azalaki kobetama bakotisi ye na motuka pe batamboli,0,0,19,85,0,0,0
asala nyɔnso akota na guvernema oyɔ ya joseph esimba te,asala nyɔnso akota na gouvernemant oyɔ ya jose esimba te,2,5,10,46,2,0,0
akoti na epemelo amoni mwana ya mosala asilaki kopangusa ndako,akoti na epemelo amoni mwana ya mosala asilaki kopangwisa ndako,1,2,10,53,1,0,0
ndenge koffi olomide ayemba  elεngi efandaka epayi na biso,ndenge kofi holo mide ayemba elengi yefandaka epayi na biso,5,4,9,49,4,1,0
